"","text","emotion","polarity"
"248","former nespresso boss warns coffee pods are killing environmentvia abcnews","unknown","positive"
"249","rt emoak former nespresso boss warns coffee pods are killing environmentabc news australian broadcasting corporation …","unknown","positive"
"250","danniiminogue nespresso did you also decide what the ingredients are <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30>","unknown","positive"
"251","stove top percolator all the way former nespresso boss warns coffee pods are killing environmentvia abcnews","surprise","negative"
"252","thank you abdullah at the nespressostore in mall of arabia yesterday for the excellent demo and coffee tasting","unknown","positive"
"253","rt abcnews former nespresso boss warns coffee pods are killing environment","unknown","positive"
"254","nespresso popup boutique launch","unknown","positive"
"255","lateline i said that as people boughtthem where is that going those containersnespresso will take them back and dowith them","unknown","positive"
"256","nespresso inissia espresso maker with aeroccino plus milk frother red by nespresso","unknown","positive"
"257","former nespresso boss warns coffee pods are killing environmentvia abcnews","unknown","positive"
"258","former nespresso boss warns coffee pods are killing environmentvia abcnews","unknown","positive"
"259","gourmesso alternative capsules for your nespresso coffee machine","unknown","positive"
"260","former nespresso ceo says coffee pods are killing the environmentvia mic","unknown","positive"
"261","little afternoon espresso <U+2764><U+2615> nespressousa nespresso nespresso espresso","unknown","negative"
"262","why i dont do coffee pods","unknown","positive"
"263","rt hatsmazz abcnews nespresso an idea an espresso machine where you just spoon a small amount of coffee into a little basket and make…","unknown","neutral"
"264","rt mmobbs ex coffee pods seller campaigns to stop their production george cloonery no sic is missing in action…","unknown","positive"
"265","rt lateline is your daily brew bad for the environmentcoffeepods lateline","sadness","negative"
"266","rt lateline is your daily brew bad for the environmentcoffeepods lateline","sadness","negative"
"267","rt jang <U+0E01><U+0E32><U+0E41><U+0E1F> nespresso <U+0E43><U+0E19><U+0E02><U+0E27><U+0E14> starbucks… i think it’s damaging my coffee senses","unknown","neutral"
"268","whats the slice through the nespresso d espresso machines ztotmin","unknown","positive"
"269","former nespresso boss warns coffee pods are killing environmentvia abcnews","unknown","positive"
"270","who would of thought another container not good for the environment","joy","positive"
"271","rt abcnews former nespresso boss warns coffee pods are killing environment","unknown","positive"
"272","is your daily brew bad for the environmentcoffeepods lateline","sadness","negative"
"273","rt darrenpurchese my nespresso edible choc amp pistachio coffee cups take nespressomoment to the next level nespressocreations …","unknown","positive"
"274","rt danniiminogue a very good morning my own museli<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62> nespresso","joy","positive"
"275","laurenrjacobs hudsonsbay its all worked out now nespresso","unknown","positive"
"276","good morning same nespresso machine that i have fantastic machine","joy","positive"
"277","i do think that companies should play a part in cleanup costs when they knowingly produce such products wh…","unknown","positive"
"278","<U+0E01><U+0E32><U+0E41><U+0E1F> nespresso <U+0E43><U+0E19><U+0E02><U+0E27><U+0E14> starbucks… i think it’s damaging my coffee senses","unknown","neutral"
"279","ex coffee pods seller campaigns to stop their production george cloonery no sic is missing in action","unknown","positive"
"280","rt abcnews icymi former nespresso boss warns coffee pods are killing environment","unknown","positive"
"281","danniiminogue thats so cool i didnt know nespresso made muesli <U+263A><U+FE0F>","unknown","positive"
"282","former nespresso boss warns coffee pods are killing environmentvia abcnews","unknown","positive"
"283","true cost of convenience former nespresso boss warns coffee pods are killing environmentvia abcnews","unknown","positive"
"284","coffee pods takeyears to break down unespresso unsustainable nospresso","unknown","negative"
"285","danniiminogue nespresso mm im partial to that erm is it in supermarkets in uk","joy","negative"
"286","whats the bit apropos the nespresso d espresso machines tugbiuh","unknown","positive"
"287","wthgt former nespresso boss warns coffee pods are killing environmentvia abcnews","unknown","positive"
"288","ceo madeat old company now says you should only use product from new company because environment nespresso","unknown","positive"
"289","former nespresso boss warns coffee pods are killing environment","unknown","positive"
"290","adieu today is the last day of our off sale on italian nespresso compatible coffee","joy","negative"
"291","who else is also obsessed with our nespresso compatible capsules","joy","positive"
"292","rt abcnews icymi former nespresso boss warns coffee pods are killing environment","unknown","positive"
"293","buy some delicious caffesso and get in the draw <U+653C><U+3E64><U+613C><U+3E65><U+623C><U+3E61><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E31>","sadness","neutral"
"294","former nespresso ceo says coffee pods are killing the environmentvia mic","unknown","positive"
"295","in case you didnt know we are a recycling drop off point for coffee pods and its frightening to see how","fear","neutral"
"296","rt promisedlandcof its not okay nespresso pods are killing the planet corporate responsibility billions of podsyears to degrade h…","unknown","neutral"
"297","rt abcnews icymi former nespresso boss warns coffee pods are killing environment","unknown","positive"
"298","rt abcnews former nespresso boss warns coffee pods are killing environment","unknown","positive"
"299","received my nespresso virtuoline bundle today <U+2615><U+FE0F> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>coffee coffeelover caffeine…","unknown","positive"
"300","rt abcnews icymi former nespresso boss warns coffee pods are killing environment","unknown","positive"
"301","former nespresso ceo says coffee pods are killing the environmentvia mic","unknown","positive"
"302","rt danniiminogue a very good morning my own museli<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62> nespresso","joy","positive"
"303","danniiminogue nespresso good morning you have a cracking day pleasex","joy","positive"
"304","nespresso variety pack for originallinecapsulesoz by nespresso","unknown","positive"
"305","rt abcnews icymi former nespresso boss warns coffee pods are killing environment","unknown","positive"
"306","the food and beverage industry needs to be more responsible with its packaging convenience can be so harmful","unknown","negative"
"307","stoked to try nespresso cafecitodecuba tmw am demand has been so crazy u cannot sample amp theressleeve limit","unknown","negative"
"308","laurenminogue danniiminogue mrshanetelford nespresso i just really hate the taste of milk i only really like cheese only dairy i eat","joy","positive"
"309","im at nespresso boutique bar miaminespressousa in miami beach fl","joy","negative"
"310","chloeaengland danniiminogue mrshanetelford nespresso i hated it too until drinking the a stuff x i was always scared of drinking milk","fear","negative"
"311","danniiminogue nespresso how many coffees you had this morning then","unknown","positive"
"312","laurenminogue danniiminogue mrshanetelford nespresso its really bad i dont like milk full stop <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E36>","joy","neutral"
"313","former nespresso boss warns coffee pods are killing environment","unknown","positive"
"314","former nespresso boss warns coffee pods are killing environment","unknown","positive"
"315","danniiminogue mrshanetelford nespresso do you still drink a milk dan best decision i ever made switching to that no more yuckiness","anger","positive"
"316","rt abcnews icymi former nespresso boss warns coffee pods are killing environment","unknown","positive"
"317","cores da rio espresso nespressosqn","unknown","positive"
"318","rt danniiminogue a very good morning my own museli<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62> nespresso","joy","positive"
"319","former nespresso boss warns coffee pods are killing environment","unknown","positive"
"320","danniiminogue i can dm nespresso my address and details of my poor nutritional intake if it helps x","sadness","negative"
"321","danniiminogue nespresso how is this happening will they do the same for me","unknown","positive"
"322","danniiminogue morning dannii<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E61><U+2600><U+FE0F> nespresso","unknown","positive"
"323","danniiminogue nespresso i want lt","unknown","positive"
"324","danniiminogue nespresso wowza looks yummy do you have fruit andor yoghurt with it or just on its own","unknown","positive"
"325","rt danniiminogue a very good morning my own museli<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62> nespresso","joy","positive"
